OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
1924961,04092016810,HIGHCRAFT BEER MARKET,2716 NC 55 HWY ,,CARY,NC,27519,(919) 267-6593,2014-11-13T05:00:00Z,Restaurant,775,-78.87016558,35.78474547,M
1924962,04092015530,SUBWAY #3726,12233 CAPITAL BLVD ,,WAKE FOREST,NC,27587-6200,(919) 556-8622,2009-12-11T05:00:00Z,Restaurant,777,-78.54097555,35.98087356,M
1924963,04092025333,Juicekeys -  Hub,5011 Falls of Neuse  RD ,B,RALEIGH,NC,27609,(919) 803-3961,2020-11-04T05:00:00Z,Food Stand,779,-78.61557526,35.84978294,M
1924964,04092016016,CHINA UNO,308  VILLAGE WALK  DR ,,HOLLY SPRINGS,NC,27540,(919) 557-9888,2011-10-11T04:00:00Z,Restaurant,781,-78.83920922,35.63987917,M
1924965,04092015942,RED BOWL ASIAN BISTRO,2020 BOULDERSTONE WAY ,,CARY,NC,27519,(919) 388-9977,2011-05-18T04:00:00Z,Restaurant,799,-78.84859346,35.79156535,M
1924966,04092015546,HAYASHI JAPANESE RESTAURANT,13200 NEW FALLS OF NUESE RD ,STE 105,RALEIGH,NC,27614,(919) 554-0508,2010-01-05T05:00:00Z,Restaurant,806,-78.55981965,35.9407555,M
1924967,04092015519,GOLDEN CHINA CHINESE RESTAURANT,2432 SW CARY PKY ,,CARY,NC,27513,(919) 380-7891,2009-11-24T05:00:00Z,Restaurant,808,-78.82085718,35.76363975,M
1924968,04092021962,PUBLIX #1520 PRODUCE,3480 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 303-4024,2016-05-23T04:00:00Z,Food Stand,810,-78.79652253,35.70711378,M
1924969,04092016891,DUNKIN' DONUTS #348417,3817 WESTERN BLVD ,,RALEIGH,NC,27606,(919) 858-6501,2015-04-08T04:00:00Z,Restaurant,817,-78.68893912,35.78436913,M
1924970,04092016164,RUCKUS PIZZA PASTA & SPIRITS #3,1101 MARKET CENTER  DR ,,MORRISVILLE,NC,27560,(919) 388-3500,2012-04-19T04:00:00Z,Restaurant,819,-78.81676023,35.80454378,M
1924971,04092022031,CARVEL,5959 TRIANGLE TOWN BLVD ,,RALEIGH,NC,27616,(919) 449-0072,2017-08-30T04:00:00Z,Food Stand,820,-78.57603863,35.86599856,M
1924972,04092030290,TAQUERIA LA COSTENA (WCID #537),3905 GREEN LEVEL WEST RD ,corner of Green Level West Rd &amp; Autumn Shade Dr,APEX,NC,27523,(919) 244-0786,2015-10-09T04:00:00Z,Mobile Food Units,823,-78.9125522,35.774781,M
1924973,04092015891,AVIATOR SMOKEHOUSE,525 Broad  ST ,,FUQUAY VARINA ,NC,27526,(919) 567-2337,2011-02-18T05:00:00Z,Restaurant,813,-78.79375457,35.59301324,M
1924974,04092015099,Subway #41217,8410-140 Louisburg RD ,,RALEIGH,NC,27616,(919) 266-0300,2008-03-25T04:00:00Z,Restaurant,822,-78.51125194,35.89400635,M
1924975,04092018513,Another Broken Egg,1211 MARKET CENTER  DR ,,MORRISVILLE,NC,27560,(919) 465-1079,2020-12-29T05:00:00Z,Restaurant,830,-78.81477941,35.8080269,M
1924976,04092014948,Hardee's #1189,100 Vandora Springs RD ,,GARNER,NC,27529,(919) 772-7209,2007-09-12T04:00:00Z,Restaurant,838,-78.62108066,35.71260367,M
1924977,04092014765,Randy's Pizza,4129 Davis DR ,,MORRISVILLE,NC,27560,(919) 468-3737,2006-12-22T05:00:00Z,Restaurant,852,-78.85811603,35.8356265,M
1924978,04092021477,Lowes Foods #226 Deli,8440 louisburg rd,,RALEIGH,NC,27616,(919) 266-1031,2007-09-14T04:00:00Z,Food Stand,856,-78.50930992,35.89359383,M
1924979,04092014720,Chili's Grill and Bar #1183,6605 Knightdale BLVD ,,KNIGHTDALE,NC,27545,(919) 261-0167,2006-10-27T04:00:00Z,Restaurant,857,-78.50846405,35.79679257,M
1924980,04092021411,Costco Wholesale #645 Rotiserrie/Deli,2838 Wake Forest RD ,,RALEIGH,NC,27609,(919) 755-2816,2006-10-24T04:00:00Z,Food Stand,859,-78.62231539,35.81825512,M
1924981,04092017188,CHAMPA THAI & SUSHI,8521 BRIER CREEK  PKY ,STE 119,RALEIGH,NC,27617,(919) 806-0078,2016-03-31T04:00:00Z,Restaurant,865,-78.78334742,35.90685073,M
1924982,04092016677,MONA PITA MEDITERRANEAN GRILL,5260 CAPITAL BLVD ,SUITE 101,RALEIGH,NC,27616,(919) 431-6500,2014-04-22T04:00:00Z,Restaurant,890,-78.580183,35.85814638,M
1924983,04092017049,DON JULIO MEXICAN RESTAURANT,12516-104 CAPITAL BLVD ,,WAKE FOREST,NC,27587,(984) 235-1537,2015-10-08T04:00:00Z,Restaurant,861,-78.53454582,35.98680854,M
1924984,04092014554,KFC #J120103,1403 W Williams ST,,APEX,NC,27502,(919) 303-7997,2006-04-25T04:00:00Z,Restaurant,899,-78.87726967,35.7501529,M
1924985,04092021670,DOMINO'S #5504,7315 SIX FORKS RD,,RALEIGH,NC,27615-6162,(919) 847-8855,2011-04-27T04:00:00Z,Food Stand,900,-78.64725808,35.88069032,M
1924986,04092016683,ROLY POLY,4040 ED DR ,,RALEIGH,NC,27612,(919) 785-0441,2014-05-13T04:00:00Z,Restaurant,902,-78.70319672,35.82518153,M
1924987,04092018251,Pizza Hut #036631,1805 Aversboro RD ,,GARNER,NC,27529,(919) 779-9200,2019-12-03T05:00:00Z,Restaurant,903,-78.61707161,35.6858565,M
1924988,04092021474,Lee's Kitchen,4638 Capital BLVD ,,RALEIGH,NC,27604,(919) 872-7422,2007-09-20T04:00:00Z,Food Stand,907,-78.57926249,35.84833828,M
1924989,04092021725,MCDONALDS #10267,4325-2051 GLENWOOD AVE ,,RALEIGH,NC,27624,(919) 782-8240,2012-11-19T05:00:00Z,Food Stand,883,-78.67658819,35.8395892,M
1924990,04092017051,JERSEY MIKE'S #349,3201-139 EDWARDS MILL RD ,,RALEIGH,NC,27612,(984) 202-5627,2015-10-09T04:00:00Z,Restaurant,885,-78.70556784,35.82545067,M
1924991,04092025272,Harris Teeter #496 Meat/Seafood,940 US 64 HWY W,,APEX,NC,27523-7184,,2019-07-15T04:00:00Z,Food Stand,915,-78.82197042,35.74562504,M
1924992,04092110465,Sanford Creek Elem. Cafeteria,707 Granite Falls BLVD ,,ROLESVILLE,NC,27571,(919) 570-2115,2007-07-06T04:00:00Z,Public School Lunchrooms,893,-78.46033895,35.92844353,M
1924993,04092015443,MoonRunners Saloon,1506 US 70 HWY W ,,GARNER,NC,27529,(919) 662-5119,2009-08-12T04:00:00Z,Restaurant,916,-78.64623771,35.72377782,M
1924994,04092014977,Starbucks Coffee Co,8204-120 Tryon Woods DR ,,CARY,NC,27518,(919) 851-6439,2007-10-22T04:00:00Z,Restaurant,908,-78.74169613,35.74700826,M
1924995,04092018245,PIZZA HUT #9214,2026 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 851-7777,2019-12-03T05:00:00Z,Restaurant,924,-78.78068669,35.73567522,M
1924996,04092018239,Mezeh Grill,2316 HILLSBOROUGH ST,106,RALEIGH,NC,27607-7384,(919) 386-3435,2019-11-22T05:00:00Z,Restaurant,935,-78.66664805,35.78770631,M
1924997,04092016679,BITTERSWEET,16 E MARTIN ST ,,RALEIGH,NC,27601,(919) 977-3829,2014-04-23T04:00:00Z,Restaurant,941,-78.63876916,35.77658573,M
1924998,04092017046,DOS TAQUITOS,6101 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 787-3373,2015-09-30T04:00:00Z,Restaurant,942,-78.70209872,35.85487832,M
1924999,04092017048,FOOD LION #2196 DELI,3609 DAVIS DR ,,MORRISVILLE,NC,27560,(919) 469-4195,2015-10-07T04:00:00Z,Restaurant,943,-78.84918533,35.82217686,M
1925000,04092014956,Hardee's #1206,5601 Creedmoor RD ,,RALEIGH,NC,27612,(919) 781-4332,2007-09-14T04:00:00Z,Restaurant,945,-78.68107712,35.8581419,M
1925001,04092021574,WALMART SUPERCENTER #4250 DELI,1001 SHILOH GLENN  DR ,,MORRISVILLE,NC,27560,(919) 474-2285,2009-06-16T04:00:00Z,Food Stand,960,-78.84693338,35.86659083,M
1925002,04092014841,1705 Prime Catering and Events,1705 E Millbrook RD ,,RALEIGH,NC,27609,(919) 850-2340,2007-04-05T04:00:00Z,Restaurant,964,-78.60608423,35.85065239,M
1925003,04092014651,Inchin's Bamboo Garden,3532 Davis DR,,MORRISVILLE,NC,27560,(919) 457-6705,2006-07-19T04:00:00Z,Restaurant,969,-78.84576194,35.81812076,M
1925004,04092030470,What'z Cookin'? Mobile Kitchen and Catering (WCID #758),105 W YOUNG ST,,ROLESVILLE,NC,27571,(919) 817-5585,2020-03-05T05:00:00Z,Mobile Food Units,961,-78.45760319,35.92376743,M
1925005,04092160084,The Cardinal at North Hills Institutional Food Service,311 Garden at North Hills ST ,,RALEIGH,NC,27609,(984) 204-8444,2017-05-05T04:00:00Z,Institutional Food Service,978,-78.63539181,35.83593253,M
1925006,04092015734,Wade Park Cafe,5430  WADE PARK  BLVD ,,RALEIGH,NC,27607,(919) 859-5220,2010-10-18T04:00:00Z,Restaurant,981,-78.72815151,35.80750324,M
1925007,04092018319,SIP Noshery,400 Southtown CIR ,,ROLESVILLE,NC,27571,(919) 263-8126,2020-02-11T05:00:00Z,Restaurant,984,-78.47039569,35.91648377,M
1925008,04092014873,Taqueria Rancho Grande,1401 SE Maynard RD ,,CARY,NC,27511,(919) 469-4245,2007-05-22T04:00:00Z,Restaurant,990,-78.7642317,35.78997989,M
1925009,04092015459,C & T WOK CHINESE AND THAI CUISINE,130 MORRISVILLE SQUARE WAY ,,MORRISVILLE,NC,27560,(919) 467-8860,2009-09-10T04:00:00Z,Restaurant,991,-78.82897679,35.81951783,M
1925010,04092018318,TASU #2,525 NEW WAVERLY  PL ,SUITE 103,CARY,NC,27518,(919) 977-4037,2020-02-11T05:00:00Z,Restaurant,999,-78.77756307,35.73853619,M
1925011,04092014615,DQ Grill and Chill #41609,5260 New Bern AVE ,,RALEIGH,NC,27610,(919) 792-0127,2006-05-18T04:00:00Z,Restaurant,1003,-78.54750981,35.79264454,M
1925012,04092017045,WAFFLE HOUSE #378,3909 HILLSBOROUGH ST ,,RALEIGH,NC,27603,(919) 833-1247,2015-09-30T04:00:00Z,Restaurant,1004,-78.69054542,35.79443916,M
1925013,04092015569,SHANGHAI EXPRESS,2502 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 754-9797,2010-02-12T05:00:00Z,Restaurant,1006,-78.66818044,35.78802697,M
1925014,04092017053,CHILI'S GRILL & BAR #1566,111 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 557-7841,2015-10-09T04:00:00Z,Restaurant,1018,-78.84935077,35.65965931,M
1925015,04092021746,WALMART NEIGHBORHOOD DELI #4147,3560 DAVIS DR ,,MORRISVILLE,NC,27560,(919) 388-2731,2013-06-18T04:00:00Z,Food Stand,1023,-78.84576194,35.81812076,M
1925016,04092016747,SMITHFIELD'S CHICKEN N BAR-B-Q,3578 DAVIS  DR ,,MORRISVILLE,NC,27560,(919) 468-2607,2014-09-11T04:00:00Z,Restaurant,1027,-78.84697957,35.81858861,M
1925017,04092040295,FOODLAND 4 (WCID #469),20 E HARGETT ST ,,RALEIGH,NC,27602,(919) 329-5296,2013-07-17T04:00:00Z,Pushcarts,1029,-78.63837565,35.77810662,M
1925018,04092014552,KFC #J120099,1599 US 70 HWY ,,GARNER,NC,27529,(919) 662-1003,2006-04-21T04:00:00Z,Restaurant,992,-78.64871535,35.72515497,T
1925019,04092016397,GINO'S PIZZA,6260 GLENWOOD AVE ,STE 126,RALEIGH,NC,27612-2650,(919) 783-7555,2013-04-04T04:00:00Z,Restaurant,1036,-78.70313649,35.85876954,M
1925020,04092021710,FIRE WOK,442 FAYETTEVILLE ST ,,RALEIGH,NC,27601,(919) 821-8089,2012-06-08T04:00:00Z,Food Stand,1039,-78.63936414,35.77440995,M
1925021,04092030521,Abbey on the Road (WCID #812),1195 W CHATHAM ST,,CARY,NC,27513-5257,(919) 481-4434,2021-02-11T05:00:00Z,Mobile Food Units,1042,-78.80690314,35.77079471,M
1925022,04092017330,GALAXY FUN PARK,14460 FALLS OF NEUSE RD ,,RALEIGH,NC,27614,(919) 584-4000,2016-09-19T04:00:00Z,Restaurant,1043,-78.54362008,35.94386602,M
1925023,04092016824,WING STOP #816,7880 ALEXANDER PROMENADE PLACE,,RALEIGH,NC,27617,(919) 237-3919,2014-12-05T05:00:00Z,Restaurant,1045,-78.77695631,35.91424375,M
1925024,04092018496,Chick-fil-A #868,4621 Capital  BLVD ,,RALEIGH,NC,27604,(919) 850-2175,2020-11-13T05:00:00Z,Restaurant,1046,-78.58118683000001,35.84746002,M
1925025,04092014673,Bosphorus Restaurant,329 N Harrison AVE ,,CARY,NC,27513,(919) 460-1300,2006-09-06T04:00:00Z,Restaurant,1060,-78.78374109,35.78994545,M
1925026,04092021447,Hungry Howie's Pizza,1814-106 Oberlin RD ,,RALEIGH,NC,27608,(919) 789-0001,2007-05-04T04:00:00Z,Food Stand,1052,-78.65535151,35.80875926,M
1925027,04092017055,FOOD LION #1514 DELI,9567 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 462-1542,2015-10-13T04:00:00Z,Restaurant,1062,-78.81120699,35.8045716,M
1925028,04092017059,HARDEE'S #1655,1560 N BROAD ST ,,FUQUAY-VARINA,NC,27526,(919) 552-9772,2015-10-15T04:00:00Z,Restaurant,1066,-78.80353813,35.60445873,M
1925029,04092015515,CAJUN CRAB HOUSE,6204-120 GLENWOOD  AVE ,,RALEIGH,NC,27612,(919) 781-7599,2009-11-10T05:00:00Z,Restaurant,1054,-78.70283224,35.85653115,M
1925030,04092016148,TAIPEI AUTHENTIC CHINESE CUISINE,121 E CHATHAM ST ,,CARY,NC,27511,(919) 388-5885,2012-04-18T04:00:00Z,Restaurant,1068,-78.78052303,35.78769406,M
1925031,04092014558,KFC #J120095,4040 Capital BLVD,,RALEIGH,NC,27604,(919) 872-5356,2006-04-24T04:00:00Z,Restaurant,1077,-78.58107016,35.83615994,M
1925032,04092016470,OLIVE GARDEN #4441,107 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 552-2237,2013-07-30T04:00:00Z,Restaurant,1078,-78.84948074,35.66266499,M
1925033,04092017063,OISO SUSHI & KOREAN,1305 NW MAYNARD RD ,,CARY,NC,27513,(919) 665-7587,2015-10-21T04:00:00Z,Restaurant,1100,-78.81098892,35.78581105,M
1925034,04092110463,Holly Grove Elementary Cafeteria,1451 Avent Ferry RD,,HOLLY SPRINGS,NC,27540,(919) 577-1709,2007-05-01T04:00:00Z,Public School Lunchrooms,1101,-78.84882356,35.62890249,M
1925035,04092016562,THE STATION AT PERSON ST,701 N PERSON ST ,,RALEIGH,NC,27604,(919) 977-1567,2013-11-07T05:00:00Z,Restaurant,1121,-78.63456336,35.78917088,M
1925036,04092018522,Marco's Pizza #8285,133 Grand Hill PL ,,HOLLY SPRINGS,NC,27540,(919) 346-1227,2021-01-29T05:00:00Z,Restaurant,1122,-78.84948074,35.66266499,M
1925037,04092030506,Berto's Chimis (WCID #798),10125 DIVISION DR ,,RALEIGH,NC,27603-5664,(516) 761-1706,2020-12-01T05:00:00Z,Mobile Food Units,1130,-78.7114342,35.63398295,M
1925038,04092016345,VIVO RISTORANTE,7400 SIX FORKS  RD ,STE 2,RALEIGH,NC,27615,(919) 845-6700,2013-01-24T05:00:00Z,Restaurant,1132,-78.64526778,35.88157372,M
1925039,04092018320,Mecca Market,3913 Western BLVD ,,RALEIGH,NC,27606,(919) 613-1286,2020-02-07T05:00:00Z,Restaurant,1133,-78.69106881,35.78402232,M
1925040,04092018329,Golden Corral - Capital Blvd #942,3424 CAPITAL BLVD ,,RALEIGH,NC,27604,(919) 872-0500,2020-03-02T05:00:00Z,Restaurant,1137,-78.58441249,35.82680494,M
1925041,04092014624,Chick-fil-A #1749,1000 Valleystone DR ,,CARY,NC,27519,(919) 465-0699,2006-07-05T04:00:00Z,Restaurant,1141,-78.85027134,35.79062803,M
1925042,04092300294,Lagos Supermarket & Meat Market,5440 ATLANTIC SPRINGS RD,Suite 114,RALEIGH,NC,27616-1855,(919) 797-2734,2021-06-24T04:00:00Z,Meat Market,1154,-78.59728002,35.85669225,M
1925043,04092021418,Los Cuates Mexican Food,3505 Capital BLVD ,,RALEIGH,NC,27609,(919) 954-1215,2006-12-22T05:00:00Z,Food Stand,1155,-78.58692952,35.82783582,M
1925044,04092021744,LITTLE TOKYO,5959 TRIANGLE TOWN BLVD ,FC 1132,RALEIGH,NC,27616,(919) 792-0111,2013-05-28T04:00:00Z,Food Stand,1156,-78.57603863,35.86599856,M
1925045,04092021443,Domino's Pizza #5506,3948 Western BLVD ,,RALEIGH,NC,27605,(919) 899-3599,2007-04-23T04:00:00Z,Food Stand,1148,-78.69301587,35.78440188,M
1925046,04092030426,DeMario's Smokin' Fry Masters (WCID #629),1155 TIMBER DR E,,GARNER,NC,27529-6916,(919) 605-5591,2019-07-02T04:00:00Z,Mobile Food Units,1159,-78.57703897,35.68905989,T
1925047,04092018671,Burger King #11244,2791 NC 55 HWY ,,CARY,NC,27511,(919) 387-0071,2021-07-02T04:00:00Z,Restaurant,1160,-78.87169627,35.78608086,M
1925048,04092021399,Harris Teeter #138 Meat/Seafood,98 Cornerstone DR ,,CARY,NC,27519,(919) 467-1259,2006-09-05T04:00:00Z,Food Stand,1167,-78.85187583,35.79044843,M
1925049,04092018620,BAPS Shri temple Kitchen,1020 AVIATION PKWY,,MORRISVILLE,NC,27560,(919) 469-6605,2021-05-10T04:00:00Z,Restaurant,1168,-78.8083906,35.83913731,M
1925050,04092015610,WAFFLE HOUSE #1302,1417 E WILLIAMS ST ,,APEX,NC,27539-7700,(919) 363-9137,2010-04-28T04:00:00Z,Restaurant,1171,-78.83789587,35.71142555,M
1925051,04092018604,Tropical Smoothie NC 90,337 SEMBLER LN,,CARY,NC,27519,(919) 377-2320,2021-04-14T04:00:00Z,Restaurant,1176,-78.90353469,35.82487418,M
1925052,04092015704,#1 CHINA WOK,942 GATEWAY COMMONS CIR ,,WAKE FOREST,NC,27587,(919) 570-1688,2010-08-30T04:00:00Z,Restaurant,1178,-78.4951784,35.96732914,M
1925053,04092015786,A'NETS KATCH,2009 VILLAGE PARK DR ,,KNIGHTDALE,NC,27545,(919) 217-0133,2011-08-12T04:00:00Z,Restaurant,1193,-78.49336017,35.79721176,M
1925054,04092300292,Publix #1652 Meat Market,417 W Peace ST ,Suite 100,RALEIGH,NC,27603,(919) 755-5444,2020-08-26T04:00:00Z,Meat Market,1194,-78.64490127,35.78789475,M
1925055,04092018501,Standard Beer and Food,205 E FRANKLIN ST,,RALEIGH,NC,27604,(919) 322-1499,2020-12-14T05:00:00Z,Restaurant,1195,-78.63482408,35.79035401,M
1925056,04092017590,MCDONALDS #2510,3710 WESTERN BLVD ,,RALEIGH,NC,27606,(919) 833-7882,2017-05-03T04:00:00Z,Restaurant,1216,-78.68803643,35.78529365,M
1925057,04092018427,El Mandado Supermarket & Taqueria,2950 E MILLBROOK RD,,RALEIGH,NC,27604,(919) 878-1800,2020-08-30T04:00:00Z,Restaurant,1224,-78.58256656,35.84852909,M
1925058,04092015603,WAFFLE HOUSE #1090,1006 AIRPORT BLVD ,,MORRISVILLE,NC,27560-9195,(919) 460-0388,2010-04-19T04:00:00Z,Restaurant,1233,-78.81924125,35.85853428,M
1925059,04092014551,KFC#J120119,3408 Poole RD,,RALEIGH,NC,27610,(919) 212-2504,2006-04-24T04:00:00Z,Restaurant,1237,-78.57981204,35.76819436,M
1925060,04092017064,ALOFT REFUEL AND WXYZ LOUNGE,2100 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 828-9900,2015-10-22T04:00:00Z,Restaurant,1239,-78.66354224,35.78687212,M
1925061,04092021609,HAWKSNEST GRILL,201 SOCCER PARK  DR ,,CARY,NC,27513,(919) 452-8931,2010-03-19T04:00:00Z,Food Stand,1254,-78.75430206,35.78579776,M
1925062,04092018076,Jersey Mike's #3005,957 High House RD ,,CARY,NC,27513,(919) 461-0660,2019-03-20T04:00:00Z,Restaurant,1255,-78.82820605,35.78725248,M
1925063,04092021403,Harris Teeter #283 Produce ,8101 Fayetteville  RD ,,FUQUAY VARINA ,NC,27603,(919) 772-0241,2006-08-16T04:00:00Z,Food Stand,1226,-78.70123204,35.66365888,M
1925064,04092018132,Burger Fi,2001 WALNUT ST,101,CARY,NC,27518-9205,(919) 900-8959,2019-07-08T04:00:00Z,Restaurant,1258,-78.74142861,35.75880896,M
1925065,04092021426,Speedway #6959,2808 US 70 HWY E ,,CLAYTON,NC,27520-9321,(919) 553-3535,2006-12-21T05:00:00Z,Food Stand,1291,-78.52023463,35.67517694,M
1925066,04092017488,MI CANCUN,324 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 552-9979,2016-12-14T05:00:00Z,Restaurant,1294,-78.8436742,35.66711942,M
1925067,04092016621,CAFE SOO,2815  BRENTWOOD RD ,,RALEIGH,NC,27604,(919) 876-1969,2014-02-14T05:00:00Z,Restaurant,1298,-78.59615202,35.81727946,M
1925068,04092016267,China King,313 Crossroads BLVD ,,CARY,NC,27518,(919) 233-8385,2012-10-01T04:00:00Z,Restaurant,1300,-78.73871452,35.76064286,M
1925069,04092014556,KFC #J120098,12313 Capital BLVD ,,RALEIGH,NC,27587,(919) 556-9408,2006-04-24T04:00:00Z,Restaurant,1263,-78.53878491,35.98231024,M
1925070,04092018210,Lunchbox Deli,"2816 Trawick Rd, Ste 105",,RALEIGH,NC,27604,(919) 872-7882,2019-10-30T04:00:00Z,Restaurant,1336,-78.59041221,35.81946486,M
1925071,04092021383,Harris Teeter #344 Meat/Seafood,6024 Falls of Neuse RD,,RALEIGH,NC,27609,(919) 872-5786,2006-04-10T04:00:00Z,Food Stand,1340,-78.6187408,35.86627943,M
1925072,04092018095,Walking Crab,1549 US 70 W ,,GARNER,NC,27529,(919) 977-3515,2019-05-01T04:00:00Z,Restaurant,1296,-78.64729883,35.72372411,M
1925073,04092110481,HERBERT AKINS ELEMENTARY LUNCHROOM,2255 HERBERT AKINS RD ,,FUQUAY VARINA,NC,27526,(919) 567-4120,2009-06-09T04:00:00Z,Public School Lunchrooms,1348,-78.80360393,35.6211291,M
1925074,04092016575,BAD DADDY'S BURGER BAR,3300 VILLAGE MARKET PL ,,MORRISVILLE,NC,27560,(919) 297-0953,2013-11-22T05:00:00Z,Restaurant,1349,-78.81800343,35.80772157,M
1925075,04092017482,SAKURA 8,2634 TIMBER DR ,,GARNER,NC,27529,(984) 233-5100,2016-11-23T05:00:00Z,Restaurant,1351,-78.63679241,35.71604965,M
1925076,04092160078,UNIVERSAL HEALTH CARE FUQUAY VARINA DINING,410 S JUDD PKY ,,FUQUAY VARINA,NC,27526,(919) 577-0421,2013-07-30T04:00:00Z,Institutional Food Service,1317,-78.81178965,35.57791895,T
1925077,04092018075,Amalia's Authentic Italian Restaurant,1248 S Main ST ,,WAKE FOREST,NC,27587,(984) 237-0002,2019-03-20T04:00:00Z,Restaurant,1359,-78.51860143,35.9622155,M
1925078,04092021475,Lowes Foods #226 Produce,8440 louisburg rd ,,RALEIGH,NC,27616,(919) 866-1031,2007-09-14T04:00:00Z,Food Stand,1367,-78.50930992,35.89359383,M
1925079,04092015422,SHUCKERS OYSTER BAR & GRILL,3309 ROGERS RD ,STE 245,WAKE FOREST,NC,27587,(919) 602-8011,2009-06-02T04:00:00Z,Restaurant,1373,-78.51539337,35.95073316,M
1925080,04092030494,The Brown Roux (WCID #785),10125 DIVISION DR,,RALEIGH,NC,27603,(919) 614-0959,2020-09-10T04:00:00Z,Mobile Food Units,1377,-78.7114342,35.63398295,M
1925081,04092018190,Dunkin Donuts/Baskin Robbins #339085,2727 Capital BLVD ,,RALEIGH,NC,27604,(919) 875-9092,2019-09-30T04:00:00Z,Restaurant,1391,-78.60179762,35.81684953,M
1925082,04092016474,RYE BAR & SOUTHERN KITCHEN,500 FAYETTEVILLE ST ,,RALEIGH,NC,27601,(919) 227-3370,2013-08-20T04:00:00Z,Restaurant,1392,-78.63997557,35.77359698,M
1925083,04092025370,Breakfast Munchies @ Hubb Kitchen,1129 CORPORATION PKWY,Suite 199,RALEIGH,NC,27610-1382,(919) 535-9994,2021-07-07T04:00:00Z,Food Stand,1394,-78.56954783,35.79505367,M
1925084,04092110479,LAKE MYRA ELEMENTARY CAFETERIA,1300 ELK FALLS  DR ,,WENDELL,NC,27591,(919) 365-8990 ext. 25404,2009-04-24T04:00:00Z,Public School Lunchrooms,1400,-78.42971564,35.76143338,M
1925085,04092016582,APEX WINGS,518 E WILLIAMS ST ,,APEX,NC,27502-2151,(919) 387-0082,2013-12-20T05:00:00Z,Restaurant,1405,-78.84778574,35.72374776,M
1925086,04092030547,HALAL BOYZ NC,1831 CAPITAL BLVD,,RALEIGH,NC,27604-2144,(919) 800-1301,2021-07-19T04:00:00Z,Mobile Food Units,1406,-78.61803845,35.80478035,M
1925087,04092016567,CHUY'S #48,4020 MARKET AT NORTH HILLS  ST ,,RALEIGH,NC,27609,(919) 571-2489,2013-11-13T05:00:00Z,Restaurant,1407,-78.63751992,35.83661475,M
1925088,04092016622,WINGIN'IT BAR AND GRILLE,1625 N MAIN ST ,STE 109,FUQUAY VARINA,NC,27526,,2014-02-28T05:00:00Z,Restaurant,1414,-78.76145615,35.59674702,M
1925089,04092016471,Jaipur Indian Cuisine,1520 BLUE RIDGE RD,,RALEIGH,NC,27607-3906,(919) 832-4100 ext. 7722,2013-08-05T04:00:00Z,Restaurant,1415,-78.70563279,35.80134843,M
1925090,04092016497,RALEIGH CRABTREE MARRIOTT FOODSERVICE,4500 MARRIOTT DR ,,RALEIGH,NC,27612-3365,(919) 781-7000,2013-10-03T04:00:00Z,Restaurant,1417,-78.67772751,35.84277362,M
1925091,04092017484,CHOPT,420 DANIELS ST ,,RALEIGH,NC,27605,(919) 670-2333,2016-12-08T05:00:00Z,Restaurant,1425,-78.66025735,35.7899673,M
1925092,04092016950,JUICEKEYS,5011-B FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 980-5443,2015-06-11T04:00:00Z,Restaurant,1424,-78.61476945,35.84934215,M
1925093,04092017723,SUSHI THAI CARY,106 KILMAYNE DR ,,CARY,NC,27511-4465,(919) 467-5747,2017-11-08T05:00:00Z,Restaurant,1427,-78.78304446,35.77049321,M
1925094,04092015601,STAMMTISCH CAFE,215 GREGSON DR ,,CARY,NC,27511,(919) 461-6033,2010-03-26T04:00:00Z,Restaurant,1434,-78.80332985,35.73531293,M
1925095,04092300232,Interfood Plaza Latina ,1689 North Market ST ,,RALEIGH,NC,27609,(919) 790-9936,2006-08-25T04:00:00Z,Meat Market,1436,-78.6070629,35.8395659,M
1925096,04092018673,Burger King #4521,2241 AVENT FERRY RD ,,RALEIGH,NC,27606-2133,(919) 829-1908,2021-07-01T04:00:00Z,Restaurant,1438,-78.67605091,35.77835817,M
1925097,04092018174,Farm House Cafe,320 Vintage Point LN ,,WENDELL,NC,27591,(919) 374-7227,2019-09-10T04:00:00Z,Restaurant,1444,-78.42877202,35.77122092,M
1925098,04092018659,Jersey Mike's #3042,7949 Fayetteville  RD ,,RALEIGH,NC,27603,(919) 661-0111,2021-06-22T04:00:00Z,Restaurant,1450,-78.69742539,35.66508155,M
1925099,04092018648,Five Guys #2,4120   Main at North Hills ST ,Ste 155,RALEIGH,NC,27609,(919) 787-7772,2021-06-07T04:00:00Z,Restaurant,1453,-78.64323049,35.83718561,M
