,OBJECTID,HSISID,NAME,ADDRESS1,CITY,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,PERMITID,X,Y,GEOCODESTATUS
248,1891778,4092015641,CHEF'S PALETTE,3460 TEN TEN RD ,CARY,27518,(919) 267-6011,2010-06-02,1246,-78.79278417,35.70189107,M
249,1891779,4092018636,Sizzlin Stir Fry,8521 BRIER CREEK PKWY,RALEIGH,27617-7334,(919) 666-6257,2021-06-01,1249,-78.78334742,35.90685073,M
250,1891780,4092017764,Country Inn & Suites Breakfast Area,201 Airgate DR,MORRISVILLE,27560,(919) 544-1010,2018-01-12,1252,-78.81563537,35.86365032,M
251,1891781,4092016263,DICKEY'S BARBECUE PIT #413,6552 GLENWOOD  AVE ,RALEIGH,27612,(919) 436-3995,2012-09-20,1256,-78.70609774,35.86074545,M
252,1891782,4092015089,BRUEGGERS BAGELS #143,7550-106 CREEDMOOR RD ,RALEIGH,27613,(919) 848-4902,2008-03-28,1215,-78.67969753,35.88944343,M
253,1891783,4092018287,Zanyu Asian Noodles,8450 HONEYCUTT RD ,RALEIGH,27615,(919) 803-1340,2020-01-07,1257,-78.62166097,35.89510574,M
254,1891784,4092018598,Cattails,1501 NC Hwy 39 ,Zebulon,27597,(919) 269-2287,2021-03-30,1219,-78.26879316,35.81734961,M
256,1891786,4092017723,SUSHI THAI CARY,106 KILMAYNE DR ,CARY,27511-4465,(919) 467-5747,2017-11-08,1280,-78.78304446,35.77049321,M
257,1891787,4092015601,STAMMTISCH CAFE,215 GREGSON DR ,CARY,27511,(919) 461-6033,2010-03-26,1287,-78.80332985,35.73531293,M
258,1891788,4092018185,Dunkin Donuts #337301,4415 FALLS OF NEUSE RD ,RALEIGH,27609,(919) 876-9901,2019-09-25,1295,-78.61262519,35.84176217,M
259,1891789,4092015464,POLAR ICE HOUSE,1410 BUCK JONES RD ,RALEIGH,27606,(919) 460-2756,2009-09-11,1311,-78.74547814,35.76540093,M
260,1891790,4092016969,JOYCE AND FAMILY RESTAURANT,129 N MAIN ST ,FUQUAY VARINA,27526,(919) 567-1717,2015-07-07,1312,-78.80056831,35.58594643,M
261,1891791,4092016329,Best Western Plus Breakfast,6209 GLENWOOD AVE ,RALEIGH,27612,(919) 782-1112,2013-01-20,1313,-78.70428576,35.85617198,M
262,1891792,4092016517,MCDONALD'S #25393,2900 Wakefield Pines DR ,RALEIGH,27614,(919) 556-8677,2013-10-03,1327,-78.55962272,35.94210239,M
265,1891795,4092016405,THE COWFISH,4208 SIX FORKS  RD ,RALEIGH,27609,(919) 784-0400,2013-04-05,1342,-78.63994726,35.83691426,M
266,1891796,4092017519,DICED GOURMET SALADS & WRAPS #2,1028 OBERLIN RD ,RALEIGH,27605,(919) 307-3613,2017-01-27,1349,-78.65845011,35.79783502,M
267,1891797,4092016233,MAR-Y-SOL II,1310 CORPORATION PKY ,RALEIGH,27610-1363,(919) 212-8100,2012-08-03,1351,-78.56780289,35.79794477,M
268,1891798,4092014924,Carolina Ale House,11685 Northpark DR ,WAKE FOREST,27587,(919) 556-8666,2007-08-08,1356,-78.54383057,35.96466469,M
270,1891800,4092017760,Triangle Chicken House,9825-F CHAPEL HILL RD ,MORRISVILLE,27560,(919) 377-1903,2017-12-28,1221,-78.81682593,35.81118245,M
272,1891802,4092018655,Dairy Queen #11993,12271 Capital  BLVD ,WAKE FOREST ,27587,(919) 554-2564,2021-06-17,1373,-78.53978632,35.98090041,M
273,1891803,4092015124,"Ruckus Pizza, Pasta & Spirits",8111-208 Tryon Woods  DR ,CARY,27518,(919) 851-3999,2008-05-02,1316,-78.74266974,35.7468093,M
277,1891807,4092018103,Panda House Chinese Restaurant,1462 Garner Station BLVD ,RALEIGH,27603,(919) 779-3588,2019-05-24,1398,-78.65475896,35.72582345,M
278,1891808,4092018515,Wing Stop #1863,3209 AVENT FERRY RD,RALEIGH,27606,(919) 977-4010,2020-12-21,1403,-78.69521757,35.76771232,M
279,1891809,4092017016,KRAFTY'S BURGERS & BREWS,1177 TIMBER DR E ,GARNER,27529,(919) 329-8000,2015-09-03,1405,-78.57544772,35.68894454,M
280,1891810,4092017017,PANDA GARDEN,1440-103 BROGDEN WOODS DR ,WAKE FOREST,28587,(919) 848-5883,2015-09-04,1404,-78.69439726,35.98988119,M
281,1891811,4092017518,SALSA AZTECA,7425 KNIGHTDALE BLVD ,KNIGHTDALE,27545,(919) 295-5355,2017-01-26,1406,-78.47986997,35.79937576,M
282,1891812,4092018091,HAMPTON INN & SUITES BREAKFAST HOLLY SPRINGS,1050 S MAIN ST ,HOLLY SPRINGS,27540,(919) 552-7610,2019-04-24,1416,-78.83785184,35.6362651,M
283,1891813,4092018557,La Cucina Italiana,10208 Chapel Hill RD ,MORRISVILLE,27560,(919) 336-3138,2021-03-15,1417,-78.82634377,35.82831071,M
284,1891814,4092016824,WING STOP #816,7880 ALEXANDER PROMENADE PLACE,RALEIGH,27617,(919) 237-3919,2014-12-05,1418,-78.77695631,35.91424375,M
285,1891815,4092018496,Chick-fil-A #868,4621 Capital  BLVD ,RALEIGH,27604,(919) 850-2175,2020-11-13,1419,-78.58118683000001,35.84746002,M
286,1891816,4092016874,STEAK N SHAKE #6702,5900 DURALEIGH ROAD,RALEIGH,27612,(919) 809-7524,2015-02-11,1431,-78.71243471,35.8581416,M
287,1891817,4092015607,IL BACIO,3622 ROGERS RD ,WAKE FOREST,27587,(919) 556-7800,2010-04-09,1459,-78.50482681,35.94464173,M
288,1891818,4092016962,CHANTICLEER CAFE & BAKERY,6490 TRYON RD ,CARY,27518,(919) 781-4810,2015-06-22,1478,-78.76236898,35.74415808,M
289,1891819,4092015793,TENKO JAPAN,4040 ED  DR ,RALEIGH,27612,(919) 781-5181,2011-08-25,1491,-78.70319672,35.82518153,M
291,1891821,4092017517,GUASACA AREPA & SALSA GRILL,9918 CHAPEL HILL RD ,CARY,27513,(919) 377-8223,2017-01-31,1464,0.0,0.0,U
292,1891822,4092018199,Fairfield Inn & Suites by Marriott Foodservice,12051 RETAIL DR,WAKE FOREST,27587,(919) 435-7056,2019-10-14,1506,-78.54414942,35.97661643,M
293,1891823,4092017490,Jasmin & Olivz Mediterranean,9934 CHAPEL HILL RD ,CARY,27513,(919) 234-6900,2016-12-19,1496,0.0,0.0,U
294,1891824,4092017803,Popeye's RDU JV,2400 John Brantley BLVD ,MORRISVILLE,27560,,2018-02-27,1514,-78.78941437,35.8696795,M
295,1891825,4092018027,Starbucks #49535,3460 Kildaire Farm RD ,CARY,27518,,2019-01-15,1516,-78.7954098,35.70489163,M
297,1891827,4092017793,Cold off the Press,416-100 W South ST ,RALEIGH,27601,(984) 444-9006,2018-01-29,1511,-78.64561302,35.7723683,M
299,1891829,4092018402,Bonafide Bakeshop & Cafe,1232 W WILLIAMS ST,APEX,27502,(919) 372-5000,2020-07-13,1532,-78.87260887,35.74617982,M
300,1891830,4092018193,Pace Yourself Run Company,242 S MAIN ST,HOLLY SPRINGS,27540-9094,(919) 346-8182,2019-10-04,1533,-78.83395027,35.64920445,M
301,1891831,4092014615,DQ Grill and Chill #41609,5260 New Bern AVE ,RALEIGH,27610,(919) 792-0127,2006-05-18,1544,-78.54750981,35.79264454,M
302,1891832,4092017045,WAFFLE HOUSE #378,3909 HILLSBOROUGH ST ,RALEIGH,27603,(919) 833-1247,2015-09-30,1545,-78.69054542,35.79443916,M
303,1891833,4092015569,SHANGHAI EXPRESS,2502 HILLSBOROUGH ST ,RALEIGH,27607,(919) 754-9797,2010-02-12,1547,-78.66818044,35.78802697,M
304,1891834,4092016652,JERSEY MIKE'S SUBS,7177 OKELLY CHAPEL RD ,CARY,27519,(919) 388-2200,2014-03-21,1552,-78.88824644,35.84415135,M
305,1891835,4092018326,Cici's Pizza,2700 NC 55 HWY,CARY,27519,(919) 249-6448,2020-02-24,1554,-78.87016558,35.78474547,M
309,1891839,4092017665,ALADDIN'S EATERY,4209-136 LASSITER MILL RD ,RALEIGH,27609,(919) 977-9025,2017-08-11,1574,-78.64419373,35.83866344,M
310,1891840,4092017664,SHEETZ #634,8101 GLENWOOD AVE ,RALEIGH,27612,(919) 890-5331,2017-08-08,1595,-78.72883202,35.87359133,M
312,1891842,4092014535,Thai House Cuisine,1408 Hardimont  RD,RALEIGH,27609,(919) 878-3379,2006-03-22,1603,-78.61511172,35.8362139,M
313,1891843,4092014536,Vivace,4209 Lassiter Mill RD,RALEIGH,27609,(919) 787-7747,2006-03-21,1604,-78.64524978,35.83964955,T
314,1891844,4092015885,THE OAKS AT WHITAKER GLEN,501 E WHITAKER MILL RD ,RALEIGH,27608-2646,(919) 839-5604,2011-01-12,1607,-78.63302872,35.80881927,M
317,1891847,4092018375,Pluck and Plume,301 S ACADEMY ST ,CARY,27511,(919) 670-5000,2020-06-05,1614,-78.78084157,35.78484167,M
318,1891848,4092018369,High Top Burger,2330-112 BALE ST,RALEIGH,27608,(984) 200-6521,2020-06-11,1624,-78.62772121,35.81322416,M
319,1891849,4092014483,Tacos Mexico,1430 N Main ST ,FUQUAY-VARINA,27526,(919) 557-1777,2005-12-08,1629,-78.77067049,35.59261337,M
321,1891851,4092014578,El Pollo Rico Market,3901-173 Capital BLVD,RALEIGH,27604,(919) 431-9985,2006-05-10,1640,-78.58295913,35.83464973,M
322,1891852,4092018318,TASU #2,525 NEW WAVERLY  PL ,CARY,27518,(919) 977-4037,2020-02-11,1648,-78.77756307,35.73853619,M
324,1891854,4092014841,1705 Prime Catering and Events,1705 E Millbrook RD ,RALEIGH,27609,(919) 850-2340,2007-04-05,1654,-78.60608423,35.85065239,M
325,1891855,4092018616,Panaderia La Loma,7039 Knightdale  BLVD ,KNIGHTDALE,27525,(919) 295-4252,2021-04-29,1659,-78.4900383,35.7998273,M
326,1891856,4092014486,Big Ed's City Market Restaurant,220 Wolfe ST ,RALEIGH,27601,(919) 836-9909,2006-01-06,1664,-78.6359868,35.77605485,M
329,1891859,4092017516,PANERA BREAD #1938,11665 NORTHPARK DR ,WAKE FOREST,27587,(919) 263-6176,2017-01-31,1699,-78.54383057,35.96466469,M
331,1891861,4092017887,Anise Pho,222-113 GLENWOOD AVE ,RALEIGH,27603,(919) 633-0094,2018-07-25,1676,-78.64733509,35.78392897,M
332,1891862,4092018620,BAPS Shri temple Kitchen,1020 AVIATION PKWY,MORRISVILLE,27560,(919) 469-6605,2021-05-10,1704,-78.8083906,35.83913731,M
333,1891863,4092015610,WAFFLE HOUSE #1302,1417 E WILLIAMS ST ,APEX,27539-7700,(919) 363-9137,2010-04-28,1707,-78.83789587,35.71142555,M
335,1891865,4092018345,Olive Tree Market,270 NOTTINGHAM DR,CARY,27511,(919) 481-0321,2020-04-08,1723,-78.74294825,35.7683548,M
338,1891868,4092014995,First Citizens Bank Kitchen,4300 Six Forks RD ,RALEIGH,27619,(919) 716-8497,2007-10-25,1730,-78.64107203,35.83913698,M
341,1891871,4092014624,Chick-fil-A #1749,1000 Valleystone DR ,CARY,27519,(919) 465-0699,2006-07-05,1752,-78.85027134,35.79062803,M
343,1891873,4092016595,SMITHFIELD'S CHICKEN'N BAR-B-Q,7911 FAYETTEVILLE RD ,RALEIGH,27603,(919) 661-9151,2014-01-03,1763,-78.69699987,35.66636356,M
344,1891874,4092018258,Bruegger's Bagels #4127,10750 Wakefield Commons DR ,RALEIGH,27614,(919) 986-1591,2019-12-09,1768,-78.54123068,35.94195641,M
345,1891875,4092018147,Secrets Cajun Kitchen,4511 NEW BERN AVE,RALEIGH,27610,(919) 322-4048,2019-08-05,1771,-78.55938498,35.79875761,M
347,1891877,4092018253,Pizza Hut,10911-111 RAVEN RIDGE RD ,RALEIGH,27614,(919) 847-7377,2019-12-04,1774,-78.59080305,35.90597894,M
348,1891878,4092014977,Starbucks Coffee Co,8204-120 Tryon Woods DR ,CARY,27518,(919) 851-6439,2007-10-22,1779,-78.74169613,35.74700826,M
349,1891879,4092018677,Burger King #27555,923 Gateway Commons CIR ,WAKE FOREST,27587,(919) 554-3008,2021-07-08,1788,-78.49643336,35.96847497,M
350,1891880,4092015299,SPRING KITCHEN,10110 GREEN LEVEL CHURCH RD ,CARY,27519,(919) 462-1388,2008-12-05,1791,-78.90107787,35.82060358,M
352,1891882,4092018469,Moomoo Cha,1350 Fifth AVE ,GARNER,27529,(919) 322-2127,2020-10-22,1796,-78.6218586,35.70948463,M
353,1891883,4092015519,GOLDEN CHINA CHINESE RESTAURANT,2432 SW CARY PKY ,CARY,27513,(919) 380-7891,2009-11-24,1802,-78.82085718,35.76363975,M
355,1891885,4092017811,Starbucks Target #1794,8651 Brier Creek PKY ,RALEIGH,27617,(919) 765-0005,2018-03-19,1811,-78.78588758,35.90295188,M
356,1891886,4092017067,IHOP #2130,7304 GB ALFORD HWY ,HOLLY SPRINGS,27540,(919) 552-8570,2015-10-30,1813,-78.83001059,35.6348554,M
357,1891887,4092015891,AVIATOR SMOKEHOUSE,525 Broad  ST ,FUQUAY VARINA ,27526,(919) 567-2337,2011-02-18,1807,-78.79375457,35.59301324,M
358,1891888,4092018174,Farm House Cafe,320 Vintage Point LN ,WENDELL,27591,(919) 374-7227,2019-09-10,1818,-78.42877202,35.77122092,M
359,1891889,4092018659,Jersey Mike's #3042,7949 Fayetteville  RD ,RALEIGH,27603,(919) 661-0111,2021-06-22,1824,-78.69742539,35.66508155,M
361,1891891,4092016915,BEST WESTERN CARY CAFE,1722 WALNUT ST ,CARY,27511,(919) 481-1200,2015-04-30,1836,-78.74759269,35.76200365,M
362,1891892,4092016919,DOMINO'S #4453,4412 FALLS OF NEUSE RD ,RALEIGH,27609,(919) 872-4000,2015-04-23,1844,-78.61118826,35.84340583,M
363,1891893,4092018038,Jersey Mike's Subs #3181,4205 Corners PKY ,RALEIGH,27617,(919) 999-1539,2019-01-24,1862,-78.78791806,35.91890974,M
364,1891894,4092018506,Shanghai Alley,1148 KILDAIRE FARM RD,CARY,27511,(919) 380-2900,2020-12-17,1864,-78.78364268,35.76558405,M
365,1891895,4092018035,Guasaca,2512-110 Hillsborough ST ,RALEIGH,27607,(919) 210-6838,2019-01-25,1865,-78.66868226,35.78794811,M
366,1891896,4092018042,Bodega,110 S White ST ,WAKE FOREST,27587,(984) 235-4187,2019-01-25,1875,-78.50961846,35.97912263,M
368,1891898,4092018243,PIZZA HUT #9210,321  N MAIN ST ,HOLLY SPRINGS,27540,(919) 346-9020,2019-12-03,1890,-78.83511867,35.65582685,M
373,1891903,4092016332,ASIAN GARDEN,242 GRANDE HEIGHTS DR ,CARY,27513,(919) 462-8598,2012-12-27,1912,-78.7805746,35.804703,M
374,1891904,4092012037,Woody's Sports Tavern & Grill,8322 CHAPEL HILL RD,CARY,27513-4051,(919) 380-7737,1997-03-24,1922,-78.77617181,35.79224815,M
376,1891906,4092014720,Chili's Grill and Bar #1183,6605 Knightdale BLVD ,KNIGHTDALE,27545,(919) 261-0167,2006-10-27,1924,-78.50846405,35.79679257,M
378,1891908,4092016770,DON BETO'S TACOS,421 CHAPANOKE RD ,RALEIGH,27603,(919) 977-1071,2014-10-02,1933,-78.65333581,35.73464573,M
379,1891909,4092012063,Whole Foods Market Cafe,3540 WADE AVE ,RALEIGH,27607-4048,(919) 828-5805,1997-06-19,1940,-78.68558086,35.80212022,M
380,1891910,4092017049,DON JULIO MEXICAN RESTAURANT,12516-104 CAPITAL BLVD ,WAKE FOREST,27587,(984) 235-1537,2015-10-08,1928,-78.53454582,35.98680854,M
381,1891911,4092018141,Sheetz,13401 FALLS OF NEUSE RD,RALEIGH,27614,(919) 554-8858,2019-07-22,1963,-78.55932262,35.9435196,M
382,1891912,4092018648,Five Guys #2,4120   Main at North Hills ST ,RALEIGH,27609,(919) 787-7772,2021-06-07,1973,-78.64323049,35.83718561,M
384,1891914,4092012154,Truffles Deli,3200 BEECHLEAF CT ,RALEIGH,27604-1085,(919) 954-1944,1998-02-06,1985,-78.6084451,35.82061825,M
385,1891915,4092011980,Remington Grill,208 CROSSROADS BLVD,CARY,27511-6892,(919) 233-1494,1996-12-11,1988,-78.73871452,35.76064286,M
386,1891916,4092018624,Five Guys #1728,150 Cabela DR ,GARNER,27529,(919) 772-7338,2021-06-04,1998,-78.58356211,35.69799194,M
387,1891917,4092018556,El Quetzal,740 E CHATHAM ST,CARY,27511,,2021-03-10,2017,-78.76691591,35.79077863,M
388,1891918,4092017855,HWY 55 OF APEX,802 PERRY RD ,APEX,27502,(919) 303-3533,2018-06-05,2029,-78.84460695,35.7208474,M
389,1891919,4092016565,Bojangles #49,9919 Fayetteville  ST ,RALEIGH,27603,(919) 557-6843,2013-11-12,1970,-78.71503303,35.63360138,M
391,1891921,4092018229,Uncorked Wine Bar,10511 Shadowlawn DR ,RALEIGH,27614,(984) 200-5423,2019-11-14,2043,-78.58886471,35.90798464,M
393,1891923,4092014651,Inchin's Bamboo Garden,3532 Davis DR,MORRISVILLE,27560,(919) 457-6705,2006-07-19,2054,-78.84576194,35.81812076,M
395,1891925,4092015642,EMBASSY SUITES AND FLYING SPOONS,8001 ARCO CORPORATE  DR ,RALEIGH,27617,(919) 572-2200,2010-06-02,2072,-78.77640002,35.90726871,M
396,1891926,4092016377,LEE'S KITCHEN #2,1100 N RALEIGH BLVD ,RALEIGH,27610,(919) 521-5957,2013-02-20,2074,-78.61144475,35.79422669,M
398,1891928,4092015786,A'NETS KATCH,2009 VILLAGE PARK DR ,KNIGHTDALE,27545,(919) 217-0133,2011-08-12,2109,-78.49336017,35.79721176,M
400,1891930,4092018501,Standard Beer and Food,205 E FRANKLIN ST,RALEIGH,27604,(919) 322-1499,2020-12-14,2111,-78.63482408,35.79035401,M
401,1891931,4092018332,Taqueria La Costena,101 DICKENS RD,FUQUAY VARINA,27526,(919) 244-9788,2020-03-02,2114,-78.81133237,35.61594652,M
403,1891933,4092017444,SAN JOSE MEX & TEQUILA BAR,11201 GALLERIA AVE ,RALEIGH,27614,(919) 435-6050,2016-10-20,2117,-78.54362102,35.94819247,M
404,1891934,4092017441,PNC CLUB 204-B (PIZZA SIDE),1400 EDWARDS MILL RD ,RALEIGH,27607,(919) 861-2300,2016-09-28,2118,-78.7229363,35.8032419,M
405,1891935,4092017440,PNC CLUB 220-B,1400 EDWARDS MILL RD ,RALEIGH,27607,(919) 861-2300,2016-09-28,2119,-78.7229363,35.8032419,M
406,1891936,4092017438,MARCO'S PIZZA #8400,9906 CHAPEL HILL RD ,MORRISVILLE,27560,(919) 380-0044,2016-10-27,2120,-78.82063472,35.81480892,M
407,1891937,4092017897,SUBWAY #881,5563 WESTERN BLVD ,RALEIGH,27606-1595,(919) 859-1957,2018-08-09,2124,-78.72051017,35.78412594,M
408,1891938,4092017572,PENN STATION #251,1013 MARKET CENTER DR ,MORRISVILLE,27560,(919) 388-3368,2017-04-19,2127,-78.81676023,35.80454378,M
409,1891939,4092012135,Arby's Restaurant,1401 N MAIN ST ,FUQUAY VARINA,27526-9024,(919) 552-8377,1997-10-08,2135,-78.77338743,35.59327205,M
410,1891940,4092016923,PHARMACY BOTTLE & BEVERAGE,120 E CHATHAM ST ,CARY,27511,(919) 234-1098,2015-03-18,2160,-78.78039811,35.7871115,M
412,1891942,4092016920,WAKE MED NORTH FALLS CAFE,10000 FALLS OF NEUSE RD ,RALEIGH,27614,(919) 350-1478,2015-05-07,2161,-78.5978446,35.90890852,M
413,1891943,4092017447,HYDERABAD HOUSE,3735 DAVIS  DR ,MORRISVILLE,27560,(919) 924-0503,2016-11-01,2166,-78.85587925,35.8337549,M
414,1891944,4092017903,New Asian Garden,13654 Capital BLVD ,WAKE FOREST,27587,(919) 554-9898,2018-08-14,2167,-78.51867461,36.00548951,M
416,1891946,4092018649,Morning Rolls,1322 E Millbrook RD ,RALEIGH,27609,,2021-06-08,2176,-78.61557526,35.84978294,M
417,1891947,4092012262,International House Of Pancakes,1450 Us 70 Hwy ,GARNER,27529,(919) 661-2604,1998-06-22,2153,-78.6425865,35.72139768,T
419,1891949,4092016084,MCDONALDS #18373,415 S MAIN ST ,ROLESVILLE,27571,(919) 556-7686,2012-01-12,2179,-78.46701525,35.91701042,M
420,1891950,4092018260,Honey Pig,1065 DARRINGTON DR,CARY,27513,(919) 234-0088,2019-12-10,2189,-78.81572724,35.79924907,M
421,1891951,4092018623,Scratch Kitchen & Taproom Cary,160 E CEDAR ST,CARY,27511,,2021-05-13,2191,-78.77892197,35.78797966,M
422,1891952,4092016306,WINGATE BY WYNDHAM BREAKFAST,1542 MECHANICAL BLVD ,GARNER,27529,(919) 779-7441,2012-11-16,2193,-78.64395289,35.72536501,M
425,1891955,4092015715,MCDONALD'S #7811,6250 CAPITAL BLVD ,RALEIGH,27616,(919) 878-5907,2010-09-09,2197,-78.58011489,35.87020114,M
429,1891959,4092017029,LOS TRES MEXICAN RESTAURANT,1301 E WILLIAMS ST ,APEX,27502,(919) 367-6797,2015-09-16,2255,-78.84117412,35.71702832,M
432,1891962,4092016653,SONIC DRIVE IN #5639,1240  N ARENDELL  AVE ,ZEBULON,27597,(919) 269-3477,2014-03-26,2276,-78.32287365,35.83782305,M
433,1891963,4092016650,SHEETZ #540,4000 LUFKIN RD ,APEX,27539,(919) 303-3443,2014-03-19,2277,-78.82092868,35.72195088,M
434,1891964,4092017641,Benny Capitale's,121-110 Fayetteville ST ,RALEIGH,27601,(919) 239-4173,2017-07-06,2270,-78.63907373,35.779276,M
435,1891965,4092018460,MEZZA LUNA PIZZERIA,1763 W WILLIAMS ST ,APEX,27523,(919) 303-6686,2020-10-12,2279,-78.87770701,35.75964934,M
436,1891966,4092014532,A Slice of NY Pizza,8301 Brier Creek PKY,RALEIGH,27617,(919) 405-1301,2006-03-22,2280,-78.78334742,35.90685073,M
437,1891967,4092017041,FIREHOUSE SUBS #1138,4111 ED DR ,RALEIGH,27612,(919) 783-7102,2015-09-22,2297,-78.70458274,35.82558522,M
438,1891968,4092014769,Umstead Hotel & Spa Food Service,100 Woodland Pond ,CARY,27513,(919) 447-4000,2007-01-12,2296,-78.76554053,35.82938634,M
439,1891969,4092018503,Pita Bowl,9101 LEESVILLE  RD ,RALEIGH,27613,(919) 848-1211,2020-12-15,2301,-78.72548207,35.8967595,M
441,1891971,4092016575,BAD DADDY'S BURGER BAR,3300 VILLAGE MARKET PL ,MORRISVILLE,27560,(919) 297-0953,2013-11-22,2307,-78.81800343,35.80772157,M
442,1891972,4092017482,SAKURA 8,2634 TIMBER DR ,GARNER,27529,(984) 233-5100,2016-11-23,2309,-78.63679241,35.71604965,M
443,1891973,4092018158,Dunkin Donuts #349131,8401 Capital  BLVD ,RALEIGH,27616,(919) 521-4960,2019-08-27,2312,-78.5598497,35.89383244,M
444,1891974,4092012307,Starbucks,3101 EDWARDS MILL RD ,RALEIGH,27612-5303,(919) 789-4922,1998-08-07,2318,-78.70695572,35.82544379,M
445,1891975,4092012990,Great Wok,2823 WENDELL BLVD ,WENDELL,27591-6904,(919) 365-6988,1999-07-29,2323,-78.38037181,35.79568777,M
447,1891977,4092011937,Roma's Italian,203 N HARRISON AVE ,CARY,27513-4558,(919) 468-1111,1996-10-04,2346,-78.78390114,35.78817167,M
448,1891978,4092010674,Hardees,8000 FAYETTEVILLE RD ,RALEIGH,27603-5634,(919) 772-9503,1991-04-03,2361,-78.70014716,35.665391,M
452,1891982,4092012179,Chick-fil-A #00678,2720 TIMBER DR ,GARNER,27529-2591,(919) 661-2448,1998-01-07,2448,-78.63762972,35.71712692,M
453,1891983,4092012896,CITY CLUB RALEIGH,150 Fayetteville St,RALEIGH,27601,(919) 834-8829,1999-03-04,2463,-78.63970962,35.77872217,M
454,1891984,4092012901,Links Grille At Lochmere,2511 KILDAIRE FARM RD,CARY,27511-9611,(919) 851-0611,1999-03-29,2464,-78.76802116,35.72297677,M
455,1891985,4092012113,China Chef,930 US 64 HWY W ,APEX,27523,(919) 468-8982,1997-08-08,2474,-78.82081015,35.74556916,M
456,1891986,4092012149,New Panda Chinese Restaurant,2660 TIMBER DR ,GARNER,27529-2571,(919) 661-8393,1997-10-27,2489,-78.63679241,35.71604965,M
460,1891990,4092018026,KEBAB SKEWER,6446 TRYON RD ,CARY,27511,(919) 322-1535,2019-01-15,2518,-78.7615544,35.74559939,M
461,1891991,4092018046,London Bridge Pub,110 E Hargett ST ,RALEIGH,27601,(919) 838-6633,2019-02-01,2519,-78.63784395,35.77795451,M
463,1891993,4092012056,Torero's Mexican Restaurant V,1207-C Kildaire Farm Rd ,CARY,27511,(919) 468-8711,1997-06-03,2341,-78.7834338,35.76424145,M
464,1891994,4092014675,Stromboli's ,3434 Edwards Mill  RD ,RALEIGH,27609,(919) 785-7075,2006-09-01,2531,-78.70345096,35.82690996,M
465,1891995,4092010189,North Raleigh Courtyard By Marriott,1041 WAKE TOWNE DR ,RALEIGH,27609-7850,(919) 821-3400,1991-04-29,2540,-78.62297533,35.82407619,M
466,1891996,4092010658,Shortys,212 S White St,WAKE FOREST,27587,(919) 556-8026,1991-04-29,2541,-78.51009842,35.97768423,M
469,1891999,4092012279,KANKI JAPANESE HOUSE OF STEAKS AND SUSHI,4325 Glenwood Ave ,RALEIGH,27612,(919) 782-9708,1998-07-30,2557,-78.68184484,35.84183815,T
470,1892000,4092015103,Hyatt Place Cafe,200 Airgate DR ,MORRISVILLE,27560,(919) 405-2400,2008-03-28,2577,-78.81447305,35.8645474,M
473,1892003,4092017947,Wilson's Eatery,1053-C E Whitaker Mill RD ,RALEIGH,27604,(919) 977-5442,2018-09-27,2521,-78.62113053,35.80730491,M
474,1892004,4092012231,Knights Play Golf Center,2512 Ten Ten Rd,APEX,27502,(919) 303-3747,1998-04-27,2590,-78.81416503,35.71128448,M
476,1892006,4092012890,High Park Bar and Grill,625 E WHITAKER MILL RD,RALEIGH,27608-2635,(919) 833-4527,1999-03-17,2599,-78.63053647,35.8074913,M
478,1892008,4092011206,Education Bldg. Snack Bar,301 N Wilmington St,RALEIGH,27601-1058,(919) 733-3329,1993-01-20,2612,-78.63881833,35.78561791,M
480,1892010,4092015966,Jin Jin China,421 Chapanoke Road,RALEIGH,27603,(919) 772-8868,2011-05-27,2619,-78.65333581,35.73464573,M
483,1892013,4092012298,Harvest Grille and Bistro (at Double Tree),1707 HILLSBOROUGH ST ,RALEIGH,27605-1640,(919) 828-0811,1998-09-01,2650,-78.66021535,35.78427226,M
484,1892014,4092016509,TACO BELL #29283,1108 MORRISVILLE CARPENTER RD ,MORRISVILLE,27560,(919) 377-0226,2013-09-17,2626,0.0,0.0,U
